nxHelBake1.g10539.t1	GO:0016491
nxHelBake1.g8494.t1	GO:0005515,GO:0008270
nxHelBake1.g15145.t1	GO:0006486,GO:0003980
nxHelBake1.g18930.t1	
nxHelBake1.g19070.t1	
nxHelBake1.g16717.t1	GO:0045277,GO:0005739
nxHelBake1.g2787.t1	GO:0004499,GO:0050660,GO:0050661
nxHelBake1.g10626.t1	
nxHelBake1.g1073.t1	GO:0003824,GO:0006546,GO:0004375,GO:0006544
nxHelBake1.g14106.t1	
nxHelBake1.g10919.t3	GO:0006094,GO:0005525,GO:0017076,GO:0004611
nxHelBake1.g18508.t1	GO:0003824,GO:0010181,GO:0016491
nxHelBake1.g10444.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g2537.t1	GO:0019901
nxHelBake1.g13869.t1	
nxHelBake1.g5337.t2	GO:0003676
nxHelBake1.g3436.t2	GO:0043161,GO:0005839,GO:0051603,GO:0019774
nxHelBake1.g10960.t1	GO:0008203,GO:0016491,GO:0051537
nxHelBake1.g14822.t1	
nxHelBake1.g11436.t1	GO:0006661,GO:0070772
nxHelBake1.g7595.t1	
nxHelBake1.g16954.t1	
nxHelBake1.g12927.t1	
nxHelBake1.g14967.t1	
nxHelBake1.g18613.t1	GO:0005515
nxHelBake1.g9666.t1	GO:0004190,GO:0016021
nxHelBake1.g9308.t1	
nxHelBake1.g1521.t1	GO:0005892
nxHelBake1.g16642.t2	GO:0005885,GO:0034314,GO:0030041,GO:0030833,GO:0015629
nxHelBake1.g10322.t1	
nxHelBake1.g18680.t1	
nxHelBake1.g7574.t1	
nxHelBake1.g4290.t1	GO:0015671,GO:0019825,GO:0005506,GO:0020037
nxHelBake1.g14835.t1	
nxHelBake1.g3287.t1	GO:0006470,GO:0004725
nxHelBake1.g15104.t1	
nxHelBake1.g8271.t1	
nxHelBake1.g12529.t1	
nxHelBake1.g17787.t1	GO:0006397,GO:0003723,GO:0046872,GO:0003676
nxHelBake1.g1165.t1	
nxHelBake1.g13448.t2	GO:0006508,GO:0004252
nxHelBake1.g10542.t1	
nxHelBake1.g14663.t1	
nxHelBake1.g12577.t1	
nxHelBake1.g2778.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g15814.t1	
nxHelBake1.g16502.t1	GO:0052629,GO:0046856,GO:0004438,GO:0010506,GO:0046872
nxHelBake1.g16858.t1	GO:0008270,GO:0004089
nxHelBake1.g3322.t1	
nxHelBake1.g14052.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g14125.t1	
nxHelBake1.g14141.t1	
nxHelBake1.g6593.t1	GO:0005515
nxHelBake1.g4840.t1	
nxHelBake1.g15208.t1	
nxHelBake1.g10179.t1	GO:0046294,GO:0018738
nxHelBake1.g13533.t1	
nxHelBake1.g6264.t1	
nxHelBake1.g10196.t1	
nxHelBake1.g16916.t1	
nxHelBake1.g18094.t1	
nxHelBake1.g4285.t1	GO:0019825,GO:0020037
nxHelBake1.g11018.t1	
nxHelBake1.g10830.t1	
nxHelBake1.g16361.t1	
nxHelBake1.g2082.t1	GO:0055085,GO:0005509
nxHelBake1.g1378.t1	
nxHelBake1.g1724.t1	GO:0006508,GO:0004176,GO:0004252
nxHelBake1.g9944.t1	
nxHelBake1.g15261.t2	
nxHelBake1.g7387.t1	GO:0042302
nxHelBake1.g16556.t1	
nxHelBake1.g10727.t1	
nxHelBake1.g9974.t1	GO:0003824,GO:0008270,GO:0004126,GO:0009972
nxHelBake1.g5006.t2	GO:0005975,GO:0030170,GO:0008184,GO:0004645
nxHelBake1.g12920.t1	
nxHelBake1.g1298.t1	
nxHelBake1.g17939.t1	
nxHelBake1.g3143.t3	GO:0006367,GO:0005673
nxHelBake1.g4935.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g15987.t1	
nxHelBake1.g3247.t1	
nxHelBake1.g6801.t1	
nxHelBake1.g9626.t1	
nxHelBake1.g11621.t1	GO:0046314,GO:0016301,GO:0003824,GO:0004111,GO:0016772
nxHelBake1.g9075.t1	GO:0003824,GO:0005975
nxHelBake1.g1154.t1	GO:0016192
nxHelBake1.g17022.t1	GO:0005634
nxHelBake1.g15226.t1	
nxHelBake1.g12521.t1	
nxHelBake1.g8152.t1	
nxHelBake1.g5200.t1	
nxHelBake1.g5690.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g10157.t1	
nxHelBake1.g16.t1	GO:0032509,GO:0000813
nxHelBake1.g12579.t2	GO:0016575,GO:0004407
nxHelBake1.g236.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g6664.t1	GO:0006355,GO:0003700
nxHelBake1.g8719.t1	GO:0042302
nxHelBake1.g12742.t1	
nxHelBake1.g5593.t1	
nxHelBake1.g10455.t1	GO:0000225,GO:0006506
nxHelBake1.g10105.t1	GO:0016409
nxHelBake1.g16302.t1	
nxHelBake1.g1294.t1	
nxHelBake1.g9827.t1	
nxHelBake1.g2356.t1	
nxHelBake1.g4088.t1	GO:0003824
nxHelBake1.g18483.t1	GO:0005515,GO:0007165
nxHelBake1.g16117.t1	
nxHelBake1.g6846.t1	
nxHelBake1.g15365.t1	
nxHelBake1.g8565.t1	
nxHelBake1.g5636.t1	
nxHelBake1.g8078.t1	
nxHelBake1.g17118.t1	
nxHelBake1.g3707.t1	GO:0006357,GO:0016592,GO:0003712
nxHelBake1.g10866.t1	
nxHelBake1.g4040.t2	
nxHelBake1.g3110.t1	GO:0016021
nxHelBake1.g1640.t1	
nxHelBake1.g9993.t2	GO:0006355,GO:0050660,GO:0034720,GO:0005634,GO:0016491,GO:0005515
nxHelBake1.g5018.t1	
nxHelBake1.g3447.t1	GO:0032006
nxHelBake1.g18097.t1	
nxHelBake1.g12488.t1	GO:0006281,GO:0030915
nxHelBake1.g14671.t1	GO:0016021,GO:0055085,GO:0005524,GO:0140359,GO:0042626
nxHelBake1.g1194.t1	
nxHelBake1.g10462.t4	
nxHelBake1.g16621.t1	
nxHelBake1.g6365.t2	
nxHelBake1.g17169.t1	
nxHelBake1.g17813.t1	
nxHelBake1.g17808.t1	
nxHelBake1.g10845.t1	
nxHelBake1.g11500.t1	
nxHelBake1.g10586.t2	
nxHelBake1.g2830.t1	
nxHelBake1.g14753.t1	
nxHelBake1.g10891.t1	
nxHelBake1.g7190.t1	
nxHelBake1.g7305.t1	
nxHelBake1.g1432.t1	
nxHelBake1.g7351.t1	
nxHelBake1.g11227.t1	
nxHelBake1.g6989.t1	GO:0055085,GO:0005524,GO:0140359,GO:0016021
nxHelBake1.g18404.t2	
nxHelBake1.g10007.t1	GO:0005737,GO:0008253,GO:0000287
nxHelBake1.g9306.t1	
nxHelBake1.g5201.t1	
nxHelBake1.g10063.t1	
nxHelBake1.g10629.t3	
nxHelBake1.g7730.t1	
nxHelBake1.g5435.t1	
nxHelBake1.g9227.t1	
nxHelBake1.g3855.t1	GO:0042302
nxHelBake1.g17921.t1	
nxHelBake1.g470.t1	GO:0005515,GO:0006749
nxHelBake1.g4181.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g1609.t1	
nxHelBake1.g12052.t1	GOLD domain
nxHelBake1.g11285.t1	GO:0006355,GO:0003700,GO:0005634
nxHelBake1.g928.t1	
nxHelBake1.g764.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g7579.t1	
nxHelBake1.g11998.t1	GO:0005839,GO:0051603
nxHelBake1.g17469.t1	GO:0016192
nxHelBake1.g7482.t1	
nxHelBake1.g18578.t2	GO:0005515
nxHelBake1.g16033.t1	
nxHelBake1.g16049.t1	GO:0032012,GOLGI-SPECIFIC BREFELDIN A-RESISTANCE GUANINE NUCLEOTIDE EXCHANGE FACTOR 1,GO:0005085
nxHelBake1.g11533.t2	GO:0030314
nxHelBake1.g8555.t1	GO:0005524
nxHelBake1.g9427.t1	
nxHelBake1.g4321.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g6117.t1	GO:0004867,GO:0030414,GO:0005576
nxHelBake1.g5940.t1	GO:0005515
nxHelBake1.g14758.t1	
nxHelBake1.g17333.t1	
nxHelBake1.g17021.t1	GO:0019211
nxHelBake1.g2056.t1	GO:0004518
nxHelBake1.g13548.t1	GO:0016540
nxHelBake1.g5328.t1	GO:0046983
nxHelBake1.g18179.t1	GO:0003677
nxHelBake1.g10512.t1	GO:0004867
nxHelBake1.g1348.t1	GO:0055085,GO:0016020,GO:0008076,GO:0006811,GO:0005515,GO:0005216,GO:0051260,GO:0006813,GO:0005249
nxHelBake1.g12293.t1	
nxHelBake1.g5936.t1	GO:0006914
nxHelBake1.g4878.t1	
nxHelBake1.g10677.t1	GO:0004518
nxHelBake1.g17407.t2	GO:0005515
nxHelBake1.g10192.t1	GO:0003677,GO:0006351,GO:0003899
nxHelBake1.g12524.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g11328.t1	GO:0006816,GO:0016887,GO:0016021,GO:0005524,GO:0005388,GO:0005215,GO:0000166
nxHelBake1.g7420.t1	
nxHelBake1.g18479.t1	GO:0004842,GO:0005515
nxHelBake1.g18665.t3	GO:0006355,GO:0003700
nxHelBake1.g8789.t1	
nxHelBake1.g1952.t1	
nxHelBake1.g3812.t1	
nxHelBake1.g9570.t1	GO:0006486,GO:0016021
nxHelBake1.g13102.t1	GO:0016021
nxHelBake1.g11349.t1	GO:0042302
nxHelBake1.g9446.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g15916.t1	GOLD domain superfamily,GOLD domain
nxHelBake1.g8357.t1	GO:0005783,GO:0016021
nxHelBake1.g2013.t1	GO:0005515
nxHelBake1.g11507.t1	
nxHelBake1.g501.t1	
nxHelBake1.g55.t1	GO:0005777
nxHelBake1.g14914.t1	GO:0005669,GO:0006367
nxHelBake1.g10000.t1	GO:0016787
nxHelBake1.g12390.t1	GO:0006644,GO:0050482,GO:0004623
nxHelBake1.g18466.t1	
nxHelBake1.g13154.t1	
nxHelBake1.g18546.t1	GO:0005509
nxHelBake1.g9200.t1	GO:0004672,GO:0006468
nxHelBake1.g1125.t1	
nxHelBake1.g1613.t2	
nxHelBake1.g13745.t1	
nxHelBake1.g4344.t1	
nxHelBake1.g17512.t1	GO:0005515,GO:0006355,GO:0007179
nxHelBake1.g3070.t1	
nxHelBake1.g14779.t1	
nxHelBake1.g708.t1	
nxHelBake1.g9413.t1	GO:0030014,GO:0004842,GO:0003676
nxHelBake1.g14041.t3	GO:0043014,GO:0006457,GO:0005515
nxHelBake1.g599.t1	
nxHelBake1.g2038.t1	
nxHelBake1.g3552.t1	
nxHelBake1.g12633.t2	GO:0006355,GO:0046982,GO:0003700,GO:0016602
nxHelBake1.g13685.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g6807.t1	GO:0055085,GO:0015299,GO:0006812,GO:0016021
nxHelBake1.g9859.t1	GO:0006470,GO:0004725
nxHelBake1.g13388.t1	
nxHelBake1.g16447.t1	
nxHelBake1.g5160.t1	
nxHelBake1.g19086.t1	GO:0016491
nxHelBake1.g4278.t1	
nxHelBake1.g4723.t1	
nxHelBake1.g11238.t1	GO:0000151,GO:0035518
nxHelBake1.g15727.t1	GO:0003676
nxHelBake1.g4436.t1	
nxHelBake1.g15414.t1	
nxHelBake1.g7927.t1	GO:0046961,GO:0033179,GO:1902600
nxHelBake1.g12094.t1	GO:0006357,GO:0016592,GO:0003712
nxHelBake1.g6358.t1	
nxHelBake1.g9473.t1	
nxHelBake1.g15720.t1	
nxHelBake1.g12972.t1	GO:0005789,GO:0019915
nxHelBake1.g9808.t1	
nxHelBake1.g5731.t1	
nxHelBake1.g6806.t1	
nxHelBake1.g16550.t1	GO:0030246
nxHelBake1.g15882.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g17104.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g3213.t1	
nxHelBake1.g17294.t1	GO:0016192,GO:0030131,GO:0006886,GO:0030117
nxHelBake1.g3059.t1	
nxHelBake1.g10543.t1	
nxHelBake1.g6157.t1	
nxHelBake1.g1085.t1	
nxHelBake1.g8833.t1	GO:0016021
nxHelBake1.g629.t1	GO:0032040,GO:0005515,GO:0006364
nxHelBake1.g2771.t1	
nxHelBake1.g2813.t1	
nxHelBake1.g19016.t1	
nxHelBake1.g17932.t1	GO:0016021
nxHelBake1.g10822.t1	GO:0005515,GO:0005524,GO:0003676
nxHelBake1.g10709.t1	
nxHelBake1.g2538.t1	
nxHelBake1.g8114.t1	GO:0005509,GO:0006851
nxHelBake1.g4140.t1	
nxHelBake1.g2926.t1	
nxHelBake1.g6224.t1	
nxHelBake1.g12175.t1	
nxHelBake1.g14084.t1	
nxHelBake1.g14667.t1	GO:0019888,GO:0030289
nxHelBake1.g4445.t1	GO:0005515,GO:0006383
nxHelBake1.g5830.t3	
nxHelBake1.g1881.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g12703.t1	
nxHelBake1.g7254.t1	
nxHelBake1.g6667.t1	GO:0006508,GO:0016020,GO:0004222,GO:0007155
nxHelBake1.g1219.t1	
nxHelBake1.g12433.t1	
nxHelBake1.g5046.t1	
nxHelBake1.g15307.t1	GO:0006508,GO:0008270,GO:0004222,GO:0008237
nxHelBake1.g14040.t1	
nxHelBake1.g18846.t1	GO:0003924
nxHelBake1.g9751.t1	
nxHelBake1.g9975.t1	
nxHelBake1.g7006.t1	GO:0003824
nxHelBake1.g7544.t1	
nxHelBake1.g2232.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g1854.t1	GO:0007219,GO:0016567
nxHelBake1.g11429.t1	GO:0007606,GO:0004930,GO:0016021
nxHelBake1.g12486.t1	
nxHelBake1.g13487.t1	
nxHelBake1.g10606.t1	
nxHelBake1.g4665.t1	GO:0006508,GO:0004181,GO:0008270
nxHelBake1.g13473.t1	GO:0006508,GO:0008234
nxHelBake1.g3013.t1	
nxHelBake1.g10119.t4	GO:0008270
nxHelBake1.g4180.t1	GO:0006032,GO:0016998,GO:0004568
nxHelBake1.g18145.t1	GO:0005515
nxHelBake1.g6268.t1	GO:0046982,GO:0007264,GO:0005085
nxHelBake1.g10185.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g5113.t1	
nxHelBake1.g7325.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g6128.t2	
nxHelBake1.g14429.t1	
nxHelBake1.g753.t1	GO:0005515,GO:0006470,GO:0004725
nxHelBake1.g11616.t1	
nxHelBake1.g15141.t1	GO:0007062,GO:0005515,GO:0008278
nxHelBake1.g6878.t1	
nxHelBake1.g15674.t1	
nxHelBake1.g932.t1	GO:0006839,GO:0031966
nxHelBake1.g1577.t1	GO:0051260
nxHelBake1.g12351.t1	
nxHelBake1.g7957.t1	GO:0006979,GO:0020037,GO:0004601
nxHelBake1.g15304.t1	
nxHelBake1.g16364.t1	GO:0004601
nxHelBake1.g14703.t2	GO:0006749,GO:0009072,GO:0005737,GO:0005515,GO:0003824
nxHelBake1.g14918.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g7750.t1	GO:0006384,GO:0000127,GO:0003677
nxHelBake1.g9425.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g12376.t1	GO:0042302
nxHelBake1.g9657.t1	
nxHelBake1.g10458.t1	GO:0008061,GO:0005576
nxHelBake1.g13572.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g12265.t1	
nxHelBake1.g10240.t1	
nxHelBake1.g11061.t1	
nxHelBake1.g17165.t4	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g4260.t1	GO:0004715
nxHelBake1.g4379.t1	GO:0005515,GO:0017056
nxHelBake1.g17033.t1	GO:0055085,GO:0005524,GO:0140359,GO:0016021
nxHelBake1.g8675.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g9192.t1	
nxHelBake1.g678.t1	GO:0005737,GO:0006886
nxHelBake1.g8984.t3	
nxHelBake1.g1663.t1	GO:0016226
nxHelBake1.g10106.t1	GO:0046540,GO:0000244,GO:0000398
nxHelBake1.g18623.t1	
nxHelBake1.g637.t1	
nxHelBake1.g10481.t1	GO:0006508,GO:0004222,GO:0008270,GO:0008237
nxHelBake1.g17963.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g15182.t1	GO:0046872,GO:0020037,GO:0019441
nxHelBake1.g1814.t1	GO:0005840,GO:0006412,GO:0000463,GO:0022625,GO:0003735
nxHelBake1.g12471.t1	
nxHelBake1.g16145.t1	GO:0005509,GO:0017110
nxHelBake1.g12011.t4	
nxHelBake1.g13402.t1	GOLD domain
nxHelBake1.g626.t2	GO:0005525,GO:0003924,GO:0016020,GO:0007165
nxHelBake1.g14887.t1	
nxHelBake1.g15205.t1	GO:0003824
nxHelBake1.g16147.t2	GO:0016772
nxHelBake1.g10227.t2	GO:0016791
nxHelBake1.g17224.t1	
nxHelBake1.g18935.t1	
nxHelBake1.g11805.t2	GO:0042302
nxHelBake1.g4872.t2	GO:0005789,GO:0006888
nxHelBake1.g5118.t1	
nxHelBake1.g2255.t1	
nxHelBake1.g1462.t1	GO:0008610
nxHelBake1.g11247.t1	
nxHelBake1.g8405.t1	GO:0005509
nxHelBake1.g18704.t1	
nxHelBake1.g6691.t2	GO:0003723,GO:0003676
nxHelBake1.g5483.t1	
nxHelBake1.g4188.t2	
nxHelBake1.g5429.t1	
nxHelBake1.g9907.t2	
nxHelBake1.g12853.t1	
nxHelBake1.g6606.t1	
nxHelBake1.g10764.t1	
nxHelBake1.g10994.t1	
nxHelBake1.g7506.t2	GO:0005515
nxHelBake1.g10318.t1	
nxHelBake1.g18705.t1	GO:0005509
nxHelBake1.g11773.t6	
nxHelBake1.g3793.t1	
nxHelBake1.g18136.t1	
nxHelBake1.g4482.t1	
nxHelBake1.g17692.t1	GO:0009922,GO:0016021
nxHelBake1.g18878.t1	
nxHelBake1.g7466.t1	GO:0005254
nxHelBake1.g7970.t1	GO:0006814,GO:0016020,GO:0005272
nxHelBake1.g86.t3	GO:0005515
nxHelBake1.g7206.t1	GO:0042302
nxHelBake1.g4535.t1	GO:0030371,GO:0043488,GO:0003723,GO:0005515,GO:0017148
nxHelBake1.g9464.t1	GO:0004478,GO:0005524,GO:0006556
nxHelBake1.g17983.t1	
nxHelBake1.g15124.t1	GO:0046983
nxHelBake1.g12495.t1	
nxHelBake1.g11656.t3	GO:0006096,GO:0006094,GO:0004347
nxHelBake1.g3968.t1	
nxHelBake1.g7558.t2	GO:0005515
nxHelBake1.g17628.t1	
nxHelBake1.g3056.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g3333.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g746.t1	
nxHelBake1.g17366.t1	
nxHelBake1.g1920.t1	
nxHelBake1.g18809.t1	
nxHelBake1.g12738.t1	
nxHelBake1.g18754.t1	
nxHelBake1.g10959.t1	GO:0004674,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g14620.t1	
nxHelBake1.g2539.t1	GO:0006629,GO:0016042,GO:0016787
nxHelBake1.g10058.t1	
nxHelBake1.g207.t3	
nxHelBake1.g931.t1	GO:0005515
nxHelBake1.g3554.t1	GO:0007224,GO:0016021
nxHelBake1.g1533.t2	
nxHelBake1.g694.t1	
nxHelBake1.g135.t1	GO:0008270
nxHelBake1.g6984.t1	
nxHelBake1.g7061.t1	GO:0009986
nxHelBake1.g7468.t1	GO:0030163,GO:0016887,GO:0005737,GO:0005524,GO:0036402
nxHelBake1.g15601.t1	
nxHelBake1.g7099.t1	GO:0016021
nxHelBake1.g7494.t1	GO:0000124
nxHelBake1.g17078.t2	
nxHelBake1.g1192.t1	GO:0005515
nxHelBake1.g16617.t3	GO:0006355
nxHelBake1.g4539.t1	
nxHelBake1.g12312.t1	
nxHelBake1.g1768.t1	
nxHelBake1.g7129.t1	GO:0005515
nxHelBake1.g12822.t1	
nxHelBake1.g13452.t1	GO:0043130,GO:0035091
nxHelBake1.g16515.t1	
nxHelBake1.g13474.t1	GO:0006508,GO:0008234
nxHelBake1.g3497.t2	
nxHelBake1.g12574.t1	
nxHelBake1.g13773.t1	GO:0005975,GO:0006004,GO:0004560
nxHelBake1.g10383.t1	
nxHelBake1.g2071.t4	GO:0005515
nxHelBake1.g5508.t1	GO:0006487,GO:0034998
nxHelBake1.g17416.t1	
nxHelBake1.g3179.t1	GO:0008289
nxHelBake1.g3560.t1	
nxHelBake1.g10579.t2	GO:0005515
nxHelBake1.g14688.t1	GO:0008097,GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g19081.t1	GO:0055085,GO:1990544,GO:0140021,GO:0005471,GO:0005743
nxHelBake1.g4833.t2	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g5597.t1	GO:0016787
nxHelBake1.g14836.t1	GO:0005515,GO:0016780
nxHelBake1.g2956.t1	
nxHelBake1.g7680.t1	GO:0005544
nxHelBake1.g6137.t1	GO:0006357,GO:0016592,GO:0003712
nxHelBake1.g18499.t1	GO:0051539,GO:0051536,GO:0035596,GO:0003824,GO:0016740,GO:0006400
nxHelBake1.g1885.t1	GO:0005524
nxHelBake1.g17561.t1	GO:0070988
nxHelBake1.g1128.t1	GO:0005525
nxHelBake1.g3838.t1	
nxHelBake1.g7065.t1	GO:0042302
nxHelBake1.g18636.t1	
nxHelBake1.g1697.t2	GO:0008521,GO:0016020,GO:0016021
nxHelBake1.g7242.t1	
nxHelBake1.g10117.t1	
nxHelBake1.g11717.t1	
nxHelBake1.g15030.t1	GO:0004559,GO:0006013,GO:0005975,GO:0003824,GO:0030246
nxHelBake1.g16053.t1	GO:0006401,GO:0000178,GO:0006396
nxHelBake1.g4210.t1	GO:0051998
nxHelBake1.g4976.t1	GO:0016491
nxHelBake1.g1954.t1	
nxHelBake1.g4765.t1	GO:0042254,GO:0005634,GO:0005525
nxHelBake1.g12893.t1	GO:0005515
nxHelBake1.g18983.t1	
nxHelBake1.g8648.t1	GO:0030688,GO:0006364
nxHelBake1.g5165.t4	GO:0005524
nxHelBake1.g3658.t1	
nxHelBake1.g8803.t1	
nxHelBake1.g13017.t1	GO:0016020,GO:0009966
nxHelBake1.g6071.t1	GO:0003934,GO:0046654
nxHelBake1.g10969.t1	GO:0003677,GO:0021520
nxHelBake1.g19103.t1	
nxHelBake1.g14512.t1	
nxHelBake1.g6773.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g5998.t1	GO:0006629,GO:0008081
nxHelBake1.g11214.t1	
nxHelBake1.g13264.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g11776.t1	GO:0006470,GO:0004725
nxHelBake1.g16612.t1	GO:0003735
nxHelBake1.g7835.t1	GO:0042302
nxHelBake1.g4870.t1	
nxHelBake1.g193.t1	
nxHelBake1.g2637.t1	
nxHelBake1.g4377.t1	GO:0009986
nxHelBake1.g7392.t1	
nxHelBake1.g3468.t2	
nxHelBake1.g468.t1	
nxHelBake1.g17462.t1	
nxHelBake1.g2522.t1	GO:0003676,GO:0000175
nxHelBake1.g12170.t1	
nxHelBake1.g18799.t1	
nxHelBake1.g14585.t1	GO:0005515
nxHelBake1.g1927.t3	
nxHelBake1.g2127.t1	GO:0042302
nxHelBake1.g17427.t1	GO:0005515
nxHelBake1.g8688.t1	GO:0006281,GO:0005634,GO:0008081
nxHelBake1.g11742.t1	GO:0005846,GO:0006406,GO:0016070,GO:0000339,GO:0003723,GO:0005515
nxHelBake1.g8907.t1	
nxHelBake1.g3630.t1	
nxHelBake1.g15443.t1	GO:0005515,GO:0005198
nxHelBake1.g559.t5	
nxHelBake1.g106.t1	GO:0007600,GO:0045494
nxHelBake1.g1574.t1	
nxHelBake1.g7653.t1	
nxHelBake1.g2863.t1	GO:0006508,GO:0008235
nxHelBake1.g17966.t1	
nxHelBake1.g8871.t1	GO:0004867
nxHelBake1.g16604.t2	
nxHelBake1.g9229.t1	GO:0006508,GO:0018996,GO:0008237,GO:0004222
nxHelBake1.g5227.t1	
nxHelBake1.g6176.t1	GO:0015144,GO:0034219,GO:0016021
nxHelBake1.g16060.t1	GO:0007165
nxHelBake1.g4332.t2	GO:0009986
nxHelBake1.g9936.t1	
nxHelBake1.g1736.t1	GO:0005515,GO:0006470,GO:0004725
nxHelBake1.g11724.t1	
nxHelBake1.g15494.t1	GO:0004888,GO:0034220,GO:0022848,GO:0045211,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g131.t1	
nxHelBake1.g4236.t2	GO:0016021
nxHelBake1.g6821.t1	
nxHelBake1.g17725.t1	
nxHelBake1.g6791.t1	
nxHelBake1.g9723.t1	GO:0004046,GO:0005737,GO:0006520,GO:0016787
nxHelBake1.g16957.t1	GO:0005515
nxHelBake1.g696.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g3874.t3	
nxHelBake1.g11382.t1	
nxHelBake1.g10135.t1	GO:0008289
nxHelBake1.g4335.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g14993.t1	GO:0007267,GO:0016540,GO:0007275
nxHelBake1.g4098.t1	GO:0003723,GO:0006396,GO:0016779
nxHelBake1.g10596.t1	
nxHelBake1.g567.t1	
nxHelBake1.g12933.t2	GO:0005840,GO:0005524,GO:0005737,GO:0006419,GO:0006412,GO:0004813,GO:0003676,GO:0043039,GO:0004812,GO:0003735,GO:0000166
nxHelBake1.g13391.t1	
nxHelBake1.g17720.t1	GO:0016627,GO:0050660
nxHelBake1.g18853.t1	GO:0005515,GO:0008270
nxHelBake1.g11904.t2	
nxHelBake1.g7256.t1	
nxHelBake1.g8154.t1	
nxHelBake1.g5889.t1	
nxHelBake1.g157.t1	
nxHelBake1.g1325.t2	GO:0005515
nxHelBake1.g11300.t1	
nxHelBake1.g8010.t1	
nxHelBake1.g14902.t1	GO:0005515
nxHelBake1.g13589.t1	GO:0016021
nxHelBake1.g5666.t1	
nxHelBake1.g5291.t1	GO:0072583,GO:0030122,GO:0035615,GO:0016192,GO:0015031
nxHelBake1.g4730.t1	
nxHelBake1.g9529.t1	
nxHelBake1.g9847.t1	GO:0016491
nxHelBake1.g16160.t1	
nxHelBake1.g19028.t2	GO:0006396
nxHelBake1.g11847.t1	GO:0006508,GO:0004181,GO:0008270
nxHelBake1.g15102.t2	
nxHelBake1.g6575.t1	
nxHelBake1.g1486.t1	
nxHelBake1.g10452.t1	GO:0008194
nxHelBake1.g18273.t1	GO:0030163,GO:0016887,GO:0005524,GO:0005737,GO:0036402
nxHelBake1.g7400.t1	GO:0005515,GO:0006936
nxHelBake1.g12438.t1	GO:0003723,GO:0003676
nxHelBake1.g12810.t1	GO:0003779,GO:0030837
nxHelBake1.g1121.t1	
nxHelBake1.g5941.t1	GO:0005515
nxHelBake1.g10739.t1	
nxHelBake1.g9546.t1	
nxHelBake1.g18109.t1	GO:0035025,GO:0003779
nxHelBake1.g15875.t2	
nxHelBake1.g3344.t1	GO:0005515
nxHelBake1.g12775.t2	
nxHelBake1.g5237.t2	GO:0003824
nxHelBake1.g9557.t1	
nxHelBake1.g6186.t1	
nxHelBake1.g5598.t1	
nxHelBake1.g6666.t2	GO:0006508,GO:0016020,GO:0004222,GO:0007155
nxHelBake1.g3709.t1	
nxHelBake1.g5503.t2	
nxHelBake1.g2666.t1	GO:0003677
nxHelBake1.g948.t1	
nxHelBake1.g12793.t1	
nxHelBake1.g18986.t1	
nxHelBake1.g11454.t1	
